0.722,102,-70,1026
0.724,118,-80,1024
0.727,116,-72,1030
0.729,116,-82,1020
0.732,112,-76,1028
0.735,116,-78,1024
0.737,112,-74,1028
0.74,110,-66,1024
0.743,102,-76,1014
0.745,112,-76,1018
0.748,112,-78,1034
0.75,110,-74,1030
0.753,108,-72,1028
0.756,112,-66,1022
0.758,108,-64,1018
0.761,110,-76,1014
0.764,114,-72,1030
0.766,104,-72,1038
0.769,116,-76,1024
0.772,110,-70,1026
0.774,106,-66,1030
0.777,116,-70,1018
0.779,116,-80,1038
0.782,120,-76,1024
0.785,106,-70,1024
0.787,112,-70,1024
0.79,102,-60,1018
0.793,120,-78,1016
0.795,110,-64,1028
0.798,116,-78,1016
0.8,108,-72,1022
0.803,110,-70,1042
0.806,108,-70,1032
0.808,114,-78,1016
0.811,114,-70,1026
0.814,118,-74,1030
0.816,112,-74,1022
0.819,114,-70,1026
0.821,110,-64,1038
0.824,110,-74,1024
0.827,112,-78,1024
0.829,108,-64,1026
0.832,114,-74,1028
0.835,108,-68,1024
0.837,118,-70,1024
0.84,110,-74,1034
0.843,114,-70,1026
0.845,120,-76,1028
0.848,112,-78,1026
0.85,106,-74,1004
0.853,114,-72,1030
0.856,114,-70,1030
0.858,104,-68,1032
0.861,116,-82,1026
0.864,108,-72,1028
0.866,110,-76,1040
0.869,108,-72,1024
0.872,116,-66,1034
0.874,112,-68,1026
0.877,112,-76,1026
0.879,110,-72,1022
0.882,112,-78,1018
0.885,114,-72,1012
0.887,112,-82,1024
0.89,112,-76,1026
0.893,120,-76,1024
0.895,106,-74,1038
0.898,114,-74,1016
0.9,108,-72,1028
0.903,108,-76,1032
0.906,110,-70,1022
0.908,106,-64,1024
0.911,114,-72,1030
0.914,110,-74,1034
0.916,114,-78,1022
0.919,112,-70,1026
0.922,104,-66,1032
0.924,116,-70,1018
0.927,112,-74,1024
0.929,112,-72,1034
0.932,102,-70,1010
0.935,112,-70,1030
0.937,106,-70,1028
0.94,120,-74,1024
0.943,110,-80,1022
0.945,110,-74,1032
0.948,114,-68,1024
0.95,116,-72,1028
0.953,114,-78,1022
0.956,116,-70,1016
0.958,112,-68,1018
0.961,104,-74,1038
0.964,108,-78,1028
0.966,114,-74,1024
0.969,110,-74,1024
0.972,108,-68,1036
0.974,108,-68,1020
0.977,116,-68,1034
0.979,110,-72,1030
0.982,116,-78,1026
0.985,114,-76,1030
0.987,108,-64,1022
0.99,114,-74,1022
0.993,124,-80,1026
0.995,108,-74,1040
0.998,108,-70,1030
1,114,-74,1024
1.003,110,-56,1036
1.006,110,-72,1030
1.008,116,-70,1020
1.011,108,-72,1024
1.014,110,-74,1030
1.016,122,-84,1030
1.019,120,-80,1020
1.021,112,-70,1026
1.024,114,-70,1016
1.027,118,-72,1026
1.029,116,-68,1030
1.032,114,-72,1030
1.035,116,-74,1026
1.037,116,-72,1036
1.04,110,-68,1022
1.043,110,-74,1020
1.045,124,-66,1028
1.048,112,-72,1032
1.051,118,-70,1028
1.053,112,-64,1010
1.056,112,-58,1020
1.058,112,-70,1020
1.061,114,-76,1032
1.064,116,-68,1028
1.066,110,-74,1028
1.069,118,-78,1038
1.072,112,-66,1028
1.074,106,-70,1030
1.077,112,-76,1024
1.079,106,-66,1032
1.082,104,-74,1028
1.085,112,-74,1026
1.087,118,-70,1026
1.09,108,-70,1028
1.093,112,-72,1022
1.095,114,-70,1028
1.098,114,-72,1022
1.101,114,-72,1022
1.103,110,-74,1030
1.106,112,-72,1024
1.108,112,-70,1034
1.111,106,-70,1038
1.114,114,-72,1026
1.116,110,-72,1016
1.119,108,-70,1034
1.122,112,-72,1032
1.124,114,-70,1016
1.127,116,-70,1034
1.129,110,-72,1024
1.132,118,-72,1016
1.135,114,-70,1020
1.137,104,-74,1030
1.14,116,-74,1024
1.143,110,-70,1036
1.145,104,-64,1026
1.148,106,-60,1024
1.151,114,-78,1024
1.153,110,-72,1034
1.156,114,-72,1016
1.158,112,-68,1020
1.161,112,-66,1028
1.164,112,-74,1032
1.166,116,-76,1028
1.169,108,-66,1032
1.172,110,-74,1020
1.174,122,-76,1014
1.177,102,-66,1022
1.179,116,-76,1022
1.182,106,-78,1016
1.185,108,-76,1040
1.187,102,-68,1016
1.19,108,-76,1022
1.193,112,-66,1028
1.195,110,-68,1030
1.198,118,-74,1016
1.201,114,-70,1030
1.203,100,-68,1034
1.206,116,-64,1024
1.208,116,-70,1020
1.211,112,-68,1044
1.214,120,-76,1022
1.216,110,-74,1024
1.219,108,-70,1036
1.222,106,-66,1020
1.224,112,-74,1016
1.227,120,-70,1024
1.229,108,-64,1024
1.232,116,-80,1022
1.235,120,-74,1034
1.237,110,-70,1030
1.24,106,-72,1016
1.243,112,-68,1022
1.245,104,-70,1036
1.248,112,-74,1022
1.251,114,-80,1014
1.253,112,-62,1024
1.256,118,-78,1016
1.258,120,-72,1034
1.261,116,-80,1034
1.264,110,-72,1022
1.266,116,-70,1020
1.269,116,-66,1022
1.272,106,-70,1032
1.274,122,-78,1020
1.277,118,-72,1038
1.279,112,-74,1032
1.282,114,-76,1020
1.285,112,-68,1026
1.287,114,-62,1028
1.29,106,-76,1034
1.293,116,-76,1014
1.295,110,-58,1028
1.298,112,-70,1022
1.301,116,-74,1020
1.303,116,-64,1032
1.306,116,-76,1032
1.308,110,-72,1014
1.311,120,-76,1028
1.314,114,-72,1028
1.316,114,-72,1018
1.319,116,-74,1030
1.322,110,-66,1024
1.324,110,-78,1016
1.327,116,-74,1034
1.33,108,-72,1034
1.332,110,-78,1020
1.335,118,-70,1028
1.337,116,-72,1016
1.34,112,-76,1028
1.343,116,-74,1028
1.345,106,-68,1030
1.348,106,-74,1026
1.351,114,-72,1026
1.353,110,-66,1028
1.356,114,-72,1024
1.358,114,-72,1018
1.361,118,-68,1032
1.364,102,-68,1016
1.366,110,-72,1032
1.369,120,-80,1036
1.372,112,-74,1034
1.374,118,-76,1034
1.377,114,-66,1030
1.38,110,-60,1034
1.382,112,-66,1030
1.385,114,-78,1026
1.387,108,-56,1016
1.39,110,-70,1024
1.393,112,-68,1018
1.395,106,-60,1040
1.398,116,-74,1028
1.401,122,-76,1032
1.403,114,-62,1034
1.406,106,-64,1026
1.409,110,-80,1022
1.411,116,-78,1026
1.414,114,-72,1018
1.416,108,-72,1024
1.419,114,-68,1030
1.422,110,-72,1010
1.424,104,-76,1022
1.427,114,-72,1028
1.43,110,-68,1020
1.432,108,-70,1032
1.435,112,-78,1034
1.437,118,-70,1022
1.44,114,-78,1038
1.443,110,-74,1022
1.445,114,-74,1020
1.448,104,-68,1022
1.451,112,-74,1026
1.453,114,-74,1016
1.456,112,-66,1026
1.459,116,-72,1026
1.461,112,-70,1020
1.464,110,-70,1010
1.466,112,-72,1020
1.469,110,-82,1032
1.472,106,-76,1020
1.474,114,-68,1026
1.477,118,-80,1024
1.48,118,-76,1026
1.482,122,-70,1030
1.485,116,-74,1028
1.487,116,-74,1026
1.49,112,-68,1026
1.493,116,-70,1032
1.495,122,-78,1022
1.498,104,-72,1012
1.501,112,-72,1038
1.503,110,-70,1018
1.506,112,-74,1022
1.508,104,-66,1032
1.511,118,-74,1032
1.514,108,-70,1022
1.516,110,-60,1028
1.519,110,-76,1028
1.522,114,-66,1034
1.524,110,-66,1018
1.527,112,-64,1032
1.53,114,-74,1030
1.532,110,-74,1024
1.535,116,-78,1030
1.537,118,-68,1026
1.54,112,-76,1034
1.547,110,-70,1018
1.549,118,-66,1026
1.552,106,-68,1018
1.555,106,-66,1034
1.557,116,-64,1018
1.56,110,-76,1016
1.563,108,-70,1034
1.565,112,-78,1024
1.568,106,-74,1034
1.571,110,-70,1034
1.573,112,-70,1040
1.576,116,-70,1026
1.578,102,-66,1040
1.581,106,-74,1030
1.584,118,-80,1024
1.586,120,-78,1020
1.589,114,-72,1036
1.592,108,-62,1026
1.594,112,-66,1014
1.597,104,-62,1030
1.6,106,-62,1030
1.602,112,-76,1016
1.605,118,-74,1038
1.607,118,-74,1026
1.61,114,-76,1032
1.613,114,-82,1016
1.615,112,-66,1040
1.618,108,-66,1026
1.621,110,-78,1026
1.623,110,-60,1028
1.626,98,-70,1024
1.628,108,-72,1026
1.631,116,-78,1040
1.634,106,-72,1018
1.636,108,-68,1024
1.639,112,-68,1026
1.642,118,-76,1030
1.644,110,-74,1018
1.647,118,-76,1024
1.65,114,-72,1028
1.652,114,-76,1022
1.655,106,-74,1034
1.657,114,-72,1020
1.66,110,-68,1030
1.663,112,-68,1034
1.665,104,-66,1020
1.668,112,-70,1038
1.671,112,-70,1038
1.673,106,-72,1032
1.676,120,-78,1024
1.678,112,-76,1032
1.681,116,-72,1024
1.684,108,-66,1028
1.686,118,-72,1026
1.689,112,-68,1026
1.692,116,-70,1020
1.694,102,-68,1022
1.697,116,-80,1032
1.7,120,-72,1026
1.702,110,-66,1022
1.705,114,-74,1030
1.707,116,-76,1028
1.71,116,-70,1020
1.713,114,-68,1028
1.715,110,-70,1010
1.718,100,-62,1022
1.721,118,-84,1034
1.723,116,-72,1022
1.726,108,-74,1018
1.728,116,-78,1024
1.731,106,-70,1024
1.734,110,-70,1026
1.736,100,-70,1020
1.739,114,-74,1024
1.742,110,-74,1018
1.744,108,-78,1018
1.747,110,-72,1016
1.75,116,-74,1018
1.752,118,-76,1030
1.755,118,-80,1028
1.757,118,-70,1026
1.76,118,-74,1030
1.763,108,-74,1026
1.765,112,-82,1024
1.768,116,-80,1032
1.771,108,-70,1028
1.773,116,-78,1034
1.776,120,-74,1034
1.778,114,-74,1044
1.781,108,-80,1026
1.784,124,-72,1014
1.786,108,-72,1036
1.789,110,-72,1032
1.792,114,-72,1028
1.794,110,-68,1022
1.797,110,-74,1032
1.8,110,-76,1014
1.802,122,-74,1018
1.805,108,-70,1042
1.807,116,-72,1028
1.81,110,-70,1014
1.813,114,-64,1034
1.815,114,-72,1032
1.818,106,-70,1020
1.821,118,-70,1036
1.823,112,-74,1018
1.826,118,-76,1020
1.828,106,-68,1046
1.831,108,-70,1034
1.834,118,-72,1026
1.836,118,-74,1022
1.839,106,-76,1030
1.842,106,-72,1020
1.844,122,-72,1038
1.847,106,-66,1032
1.85,106,-76,1024
1.852,118,-70,1040
1.855,112,-66,1030
1.858,110,-76,1012
1.86,120,-76,1014
1.863,112,-76,1032
1.865,116,-74,1024
1.868,108,-76,1008
1.871,116,-72,1028
1.873,104,-68,1022
1.876,114,-80,1014
1.879,118,-82,1038
1.881,116,-64,1034
1.884,112,-74,1030
1.886,114,-70,1020
1.889,110,-66,1024
1.892,114,-74,1022
1.894,112,-64,1032
1.897,110,-68,1032
1.9,114,-68,1030
1.902,108,-76,1022
1.905,114,-74,1040
1.907,104,-68,1018
1.91,118,-80,1024
1.913,112,-70,1040
1.915,114,-70,1026
1.918,114,-72,1028
1.921,118,-72,1034
1.923,114,-66,1020
1.926,114,-74,1022
1.929,118,-78,1040
1.931,112,-68,1018
1.934,112,-66,1022
1.936,110,-76,1028
1.939,114,-78,1018
1.942,116,-76,1030
1.944,118,-74,1034
1.947,110,-72,1026
1.95,110,-68,1018
1.952,106,-62,1032
1.955,110,-68,1022
1.958,112,-64,1026
1.96,114,-72,1014
1.963,112,-66,1018
1.965,112,-68,1012
1.968,110,-74,1026
1.971,106,-64,1032
1.973,116,-72,1028
1.976,112,-70,1018
1.979,108,-72,1036
1.981,114,-76,1012
1.984,112,-70,1032
1.986,114,-72,1024
1.989,116,-70,1032
1.992,106,-74,1006
1.994,108,-66,1028
1.997,116,-72,1034
2,114,-76,1020
2.002,106,-70,1038
2.005,116,-68,1034
2.008,110,-68,1028
2.01,108,-64,1032
2.013,118,-76,1036
2.015,108,-72,1018
2.018,110,-72,1018
2.021,110,-64,1040
2.023,112,-72,1030
2.026,110,-66,1026
2.029,114,-72,1034
2.031,112,-72,1024
2.034,118,-72,1028
2.036,116,-80,1014
2.039,108,-80,1026
2.042,118,-74,1010
2.044,112,-74,1046
2.047,110,-78,1032
2.05,110,-74,1018
2.052,104,-62,1022
2.055,112,-70,1026
2.058,116,-76,1016
2.06,118,-76,1014
2.063,120,-72,1036
2.065,116,-74,1022
2.068,110,-66,1036
2.071,114,-66,1036
2.073,118,-72,1040
2.076,104,-66,1032
2.079,116,-72,1026
2.081,108,-78,1026
2.084,118,-78,1020
2.086,112,-76,1026
2.089,116,-78,1016
2.092,112,-72,1018
2.094,114,-74,1040
2.097,112,-72,1032
2.1,110,-72,1016
2.102,118,-72,1026
2.105,120,-74,1030
2.107,102,-72,1010
2.11,116,-72,1026
2.113,110,-74,1030
2.115,114,-68,1022
2.118,114,-72,1026
2.121,114,-66,1026
2.123,108,-66,1038
2.126,112,-74,1026
2.129,110,-72,1028
2.131,106,-70,1026
2.134,120,-78,1022
2.137,118,-72,1032
2.139,112,-70,1022
2.142,112,-72,1020
2.144,114,-78,1024
2.147,116,-70,1022
2.15,106,-72,1024
2.152,110,-72,1030
2.155,114,-66,1022
2.158,112,-70,1024
2.16,110,-80,1014
2.163,118,-76,1018
2.165,120,-72,1022
2.168,112,-76,1026
2.171,112,-72,1020
2.173,116,-72,1020
2.176,110,-66,1030
2.179,106,-72,1028
2.181,118,-78,1022
2.184,108,-70,1026
2.186,112,-78,1038
2.189,110,-62,1038
2.192,112,-68,1028
2.194,108,-70,1032
2.197,120,-76,1028
2.2,114,-78,1024
2.202,114,-68,1032
2.205,116,-76,1026
2.208,114,-76,1022
2.21,116,-68,1012
2.213,108,-72,1024
2.216,110,-70,1004
2.218,104,-74,1026
2.221,112,-76,1030
2.223,114,-72,1020
2.226,110,-74,1022
2.229,104,-76,1036
2.231,112,-76,1014
2.234,120,-82,1034
2.237,118,-68,1022
2.239,114,-72,1032
2.242,108,-74,1022
2.244,114,-68,1030
2.247,106,-70,1042
2.25,118,-74,1028
2.252,116,-64,1026
2.255,108,-70,1022
2.258,110,-70,1028
2.26,116,-78,1032
2.263,110,-66,1034
2.265,112,-74,1032
2.268,114,-74,1030
2.271,106,-62,1032
2.273,108,-76,1024
2.276,112,-80,1032
2.279,106,-68,1036
2.281,114,-66,1030
2.284,118,-84,1022
2.287,110,-70,1030
2.289,110,-72,1024
2.292,112,-74,1018
2.294,114,-72,1032
2.297,116,-66,1016
2.3,112,-70,1032
2.302,108,-72,1018
2.305,108,-68,1014
2.308,112,-74,1014
2.31,114,-74,1030
2.313,114,-70,1026
2.315,116,-70,1024
2.318,104,-62,1030
2.321,108,-66,1028
2.323,118,-76,1026
2.326,118,-70,1018
2.329,112,-74,1040
2.331,108,-66,1026
2.334,116,-74,1026
2.337,112,-62,1024
2.339,106,-70,1028
2.342,110,-70,1028
2.344,118,-70,1046
2.347,102,-80,1026
2.35,106,-82,1018
2.352,116,-78,1030
2.355,114,-64,1028
2.358,108,-72,1026
2.36,116,-74,1028
2.363,112,-72,1012
2.365,118,-80,1026
2.368,102,-72,1018
2.371,110,-74,1016
2.373,106,-72,1030
2.376,108,-72,1030
2.379,114,-68,1038
2.381,118,-72,1024
2.384,110,-70,1028
2.386,108,-72,1034
2.389,112,-78,1028
2.392,120,-80,1018
2.394,100,-64,1030
2.397,108,-76,1034
2.4,110,-72,1018
2.402,114,-72,1024
2.405,110,-68,1030
2.408,100,-74,1020
2.41,114,-68,1022
2.413,118,-72,1034
2.415,104,-68,1036
2.418,108,-72,1020
2.421,112,-70,1014
2.423,118,-76,1016
2.426,118,-72,1020
2.429,116,-74,1030
2.431,114,-72,1032
2.434,112,-72,1026
2.436,118,-68,1036
2.439,116,-78,1018
2.442,110,-76,1024
2.444,110,-62,1030
2.447,118,-76,1020
2.45,118,-76,1028
2.452,120,-78,1040
2.455,110,-76,1022
2.458,114,-76,1020
2.46,112,-66,1030
2.463,114,-74,1028
2.466,114,-74,1028
2.468,106,-68,1046
2.471,114,-72,1026
2.473,116,-76,1016
2.476,118,-80,1020
2.479,112,-66,1032
2.481,116,-76,1028
2.484,112,-74,1024
2.487,116,-68,1026
2.489,104,-68,1030
2.492,116,-74,1028
2.494,120,-68,1028
2.497,110,-70,1016
2.5,108,-68,1020
2.502,110,-68,1032
2.505,120,-64,1024
2.508,108,-72,1022
2.51,110,-66,1028
2.513,116,-74,1022
2.515,118,-70,1022
2.518,108,-70,1024
2.521,108,-66,1022
2.523,112,-74,1018
2.526,112,-70,1032
2.529,112,-68,1030
2.531,118,-72,1004
2.534,112,-70,1020
2.537,108,-70,1040
2.539,114,-74,1010
2.546,108,-66,1036
2.549,112,-70,1030
2.551,106,-74,1032
2.554,114,-76,1024
2.556,112,-72,1042
2.559,114,-74,1020
2.562,108,-72,1024
2.564,108,-74,1034
2.567,122,-76,1030
2.57,108,-72,1030
2.572,110,-78,1020
2.575,116,-74,1020
2.577,108,-72,1032
2.58,112,-68,1032
2.583,112,-74,1026
2.585,110,-74,1026
2.588,106,-72,1032
2.591,106,-72,1020
2.593,116,-70,1020
2.596,110,-66,1028
2.599,100,-68,1022
2.601,112,-74,1016
2.604,110,-66,1024
2.606,108,-68,1032
2.609,108,-78,1008
2.612,120,-74,1020
2.614,112,-68,1034
2.617,114,-76,1028
2.62,108,-68,1026
2.622,114,-70,1028
2.625,114,-66,1024
2.627,110,-74,1008
2.63,114,-68,1028
2.633,102,-60,1012
2.635,102,-70,1024
2.638,112,-76,1028
2.641,108,-64,1016
2.643,104,-66,1018
2.646,110,-70,1030
2.649,108,-66,1030
2.651,110,-76,1014
2.654,112,-68,1026
2.656,116,-70,1024
2.659,110,-70,1030
2.662,118,-76,1038
2.664,112,-68,1036
2.667,112,-70,1024
2.67,104,-66,1026
2.672,116,-74,1028
2.675,100,-66,1028
2.677,120,-76,1028
2.68,110,-66,1030
2.683,114,-74,1016
2.685,110,-72,1026
2.688,110,-74,1032
2.691,106,-80,1032
2.693,108,-66,1030
2.696,118,-76,1028
2.698,112,-72,1028
2.701,114,-82,1026
2.704,112,-80,1032
2.706,116,-72,1020
2.709,110,-76,1028
2.712,106,-74,1036
2.714,108,-70,1032
2.717,114,-72,1016
2.72,118,-74,1020
2.722,114,-68,1024
2.725,106,-64,1028
2.728,110,-70,1024
2.73,102,-68,1028
2.733,108,-72,1016
2.735,118,-70,1026
2.738,114,-64,1022
2.741,108,-64,1024
2.743,106,-68,1024
2.746,114,-72,1032
2.749,100,-60,1028
2.751,100,-70,1026
2.754,116,-68,1024
2.756,122,-68,1018
2.759,108,-74,1020
2.762,118,-76,1024
2.764,114,-64,1028
2.767,110,-60,1022
2.77,120,-76,1032
2.772,114,-70,1030
2.775,114,-70,1010
2.777,108,-72,1030
2.78,112,-72,1024
2.783,110,-72,1024
2.785,118,-64,1028
2.788,108,-64,1034
2.791,112,-76,1024
2.793,120,-76,1024
2.796,118,-72,1022
2.799,102,-66,1022
2.801,112,-74,1020
2.804,106,-68,1020
2.806,112,-66,1036
2.809,112,-74,1018
2.812,112,-72,1032
2.814,112,-72,1022
2.817,114,-78,1026
2.82,106,-80,1028
2.822,114,-70,1024
2.825,110,-74,1030
2.827,114,-76,1032
2.83,118,-76,1030
2.833,114,-70,1022
2.835,108,-76,1034
2.838,112,-72,1032
2.841,108,-80,1022
2.843,104,-68,1024
2.846,114,-76,1046
2.849,110,-70,1020
2.851,124,-82,1020
2.854,112,-68,1030
2.856,112,-68,1032
2.859,110,-68,1020
2.862,116,-70,1028
2.864,106,-70,1020
2.867,118,-78,1022
2.87,118,-72,1038
2.872,110,-74,1024
2.875,104,-76,1018
2.877,114,-74,1032
2.88,108,-64,1040
2.883,112,-66,1024
2.885,102,-62,1040
2.888,106,-70,1026
2.891,110,-64,1014
2.893,102,-70,1024
2.896,112,-66,1026
2.898,108,-64,1012
2.901,114,-56,1026
2.904,116,-82,1032
2.906,114,-82,1030
2.909,116,-66,1024
2.912,106,-68,1028
2.914,116,-76,1024
2.917,112,-74,1024
2.92,108,-70,1026
2.922,114,-70,1030
2.925,118,-74,1026
2.928,112,-68,1026
2.93,104,-76,1024
2.933,122,-78,1028
2.935,112,-70,1030
2.938,108,-66,1034
2.941,98,-62,1022
2.943,114,-74,1024
2.946,114,-66,1028
2.949,108,-64,1016
2.951,112,-80,1020
2.954,112,-68,1018
2.956,112,-70,1032
2.959,112,-72,1024
2.962,112,-80,1026
2.964,118,-66,1022
2.967,114,-74,1028
2.97,110,-70,1022
2.972,120,-72,1024
2.975,116,-80,1016
2.978,108,-68,1036
2.98,110,-70,1034
2.983,118,-72,1012
2.985,120,-76,1026
2.988,108,-76,1034
2.991,112,-72,1022
2.993,108,-74,1030
2.996,110,-70,1036
2.999,112,-74,1022
3.001,114,-66,1022
3.004,104,-66,1026
3.006,106,-68,1032
3.009,110,-74,1040
3.012,110,-68,1038
3.014,116,-72,1022
3.017,110,-80,1028
3.02,110,-84,1028
3.022,116,-68,1032
3.025,114,-76,1026
3.027,116,-78,1036
3.03,118,-68,1032
3.033,102,-70,1032
3.035,112,-70,1024
3.038,126,-72,1026
3.041,110,-66,1024
3.043,108,-72,1032
3.046,106,-86,1030
3.049,116,-64,1030
3.051,110,-70,1026
3.054,106,-70,1024
3.056,108,-70,1024
3.059,110,-66,1022
3.062,110,-76,1030
3.064,112,-84,1030
3.067,114,-70,1022
3.07,112,-76,1034
3.072,108,-72,1016
3.075,120,-72,1022
3.078,116,-66,1038
3.08,102,-70,1032
3.083,118,-72,1022
3.085,120,-72,1018
3.088,112,-68,1040
3.091,114,-74,1024
3.093,114,-66,1028
3.096,118,-68,1018
3.099,110,-64,1018
3.101,112,-66,1022
3.104,114,-72,1026
3.106,114,-70,1028
3.109,116,-74,1020
3.112,112,-72,1038
3.114,118,-74,1020
3.117,114,-72,1020
3.12,116,-76,1036
3.122,112,-74,1010
3.125,110,-70,1016
3.127,112,-68,1040
3.13,118,-74,1028
3.133,120,-78,1010
3.135,116,-74,1038
3.138,98,-62,1032
3.141,114,-76,1028
3.143,118,-78,1016
3.146,106,-68,1036
3.148,106,-78,1024
3.151,106,-74,1018
3.154,108,-72,1030
3.156,104,-72,1026
3.159,110,-78,1024
3.162,118,-74,1028
3.164,112,-66,1030
3.167,102,-74,1012
3.17,120,-76,1028
3.172,112,-62,1034
3.175,108,-70,1018
3.178,120,-80,1044
3.18,112,-72,1026
3.183,106,-68,1034
3.185,108,-70,1038
3.188,110,-72,1028
3.191,112,-74,1030
3.193,110,-80,1030
3.196,120,-76,1014
3.199,120,-70,1024
3.201,116,-72,1024
3.204,108,-66,1032
3.206,112,-76,1004
3.209,112,-74,1012
3.212,116,-72,1034
3.214,110,-78,1026
3.217,110,-76,1018
3.22,120,-68,1024
3.222,108,-72,1030
3.225,114,-78,1024
3.227,116,-66,1026
3.23,110,-70,1028
3.233,112,-74,1020
3.235,114,-74,1026
3.238,112,-62,1024
3.241,110,-70,1028
3.243,112,-76,1022
3.246,112,-64,1012
3.249,106,-68,1028
3.251,104,-66,1030
3.254,104,-68,1022
3.257,112,-70,1022
3.259,110,-68,1022
3.262,118,-74,1032
3.264,112,-72,1024
3.267,112,-70,1028
3.27,104,-70,1022
3.272,114,-76,1008
3.275,112,-70,1022
3.278,110,-74,1038
3.28,108,-68,1028
3.283,112,-72,1016
3.285,106,-68,1034
